Event_id,Episode,Name,LOCODE,Country
1001071,14,Fangcheng Gang,,China
1001071,14,Las Tres Marias Island,,Vietnam
1001071,14,Haiphong,VNHPH,Vietnam
1001071,14,Bei Hai,CNBHY,China
1001071,14,Wei Chou Island,,China
1001071,14,Lin Kao,,China
1001071,14,Paso,,China
1001071,14,Basuo,CNBAS,China
1001071,14,Hsu Wen,,China
1001071,14,Cua Lo,,China
1001071,14,Sanya,CNSYX,China
1001071,14,Yu Lin Chiang,,China
1001071,14,Cape Bastion,,China
1001071,14,Triton Island,,China
1001072,24,Lo Hsing Ta Mao Ti,,China
1001072,24,Fuzhou,CNFOC,China
1001072,24,Xiuyu,,China
1001072,24,Matsu Island,,Taiwan
1001072,24,San Tu Ao,,China
1001072,24,Ning Te,,China
1001072,24,Tai Chung,,Taiwan
1001072,24,Chin Men,,China
1001072,24,Xiamen,CNXMN,China
1001072,24,Taichung,TWTXG,Taiwan
1001072,24,Zhangzhou,CNZZU,China
1001072,24,Tan Shui,,Taiwan
1001072,24,Zhangzhou,,China
1001072,24,Peng Hu,,Taiwan
